address;netmask;comment;EA-Level1;EA-Level2;EA-Level3;EA-Site,,,,,,,,,,,,,,
143.36.14.0;255.255.254.0;VLAN 161(Wireless users);P&G;AP;TAIPEI - TAIWAN GENERAL OFFICE - 0229;229,,,,,,,,,,,,,,
143.36.16.0;20;;;;CTASK0596271;,,,,,,,,,,,,,,
143.36.16.0;255.255.255.128;Singapore Poineer Plant;;;;9421,,,,,,,,,,,,,,
143.36.16.128;255.255.255.128;;;;;,,,,,,,,,,,,,,
143.36.17.0;255.255.255.128;;;;;,,,,,,,,,,,,,,
143.36.17.128;255.255.255.128;;;;;,,,,,,,,,,,,,,
143.36.32.0;255.255.254.0;VLAN800 (Polycom_IP_Phone_VOICE_VLAN);P&G;AP;Kobe GO2 - B659;B659,,,,,,,,,,,,,,
143.36.34.0;255.255.255.0;VLAN 210: ALICS_Application;P&G;AP;Gunma - Takasaki Plant - 2881;2881,,,,,,,,,,,,,,
143.36.35.0;255.255.255.128;VLAN 250: ALICS-R_ESX_Management;P&G;AP;Gunma - Takasaki Plant - 2881;2881,,,,,,,,,,,,,,
143.36.35.128;255.255.255.128;VLAN 260: ALICS_Backup;P&G;AP;Gunma - Takasaki Plant - 2881;2881,,,,,,,,,,,,,,
143.36.36.0;255.255.252.0;VLAN 301;P&G;AP;Cabuyao - Cabuyao Plant - 3228;3228,,,,,,,,,,,,,,
143.36.40.0;255.255.252.0;MCS_Control_VLAN_BabyCare_Area_i / 307;P&G;AP;MANDIDEEP  BHOPAL - MANDIDEEP PLANT L&C - 2866;2866,,,,,,,,,,,,,,
143.36.44.0;255.255.252.0;MCS_Area I /301;P&G;AP;Guangzhou - Guangdong Province - B035;B035,,,,,,,,,,,,,,
143.36.48.0;20;;;;;,,,,,,,,,,,,,,
143.36.63.0;24;;;;ctask0614124;,,,,,,,,,,,,,,
143.36.63.0;255.255.255.252;;;;;,,,,,,,,,,,,,,
143.36.63.4;255.255.255.252;;;;;,,,,,,,,,,,,,,
143.36.63.8;255.255.255.252;;;;;,,,,,,,,,,,,,,
143.36.63.12;255.255.255.252;;;;;,,,,,,,,,,,,,,
143.36.63.16;255.255.255.252;;;;;,,,,,,,,,,,,,,
143.36.63.20;255.255.255.252;;;;;,,,,,,,,,,,,,,
143.36.63.24;255.255.255.252;;;;;,,,,,,,,,,,,,,
143.36.63.28;255.255.255.255;;;;;,,,,,,,,,,,,,,
143.36.63.29;255.255.255.255;;;;;,,,,,,,,,,,,,,
143.36.63.30;255.255.255.255;;;;;,,,,,,,,,,,,,,
143.36.63.31;255.255.255.255;;;;;,,,,,,,,,,,,,,
143.36.64.0;255.255.192.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
143.36.128.0;255.255.255.224;VLAN 240;P&G;AP;Erskine Park - Sydney Data Center Erskine Park - 9616;9616,,,,,,,,,,,,,,
143.36.128.32;255.255.255.224;Data collector Vlan;P&G;AP;India - P&G Home Products Limited - Hyderabad Plant - A405;A405,,,,,,,,,,,,,,
143.36.128.64;255.255.255.224;VLAN 260;P&G;AP;Erskine Park - Sydney Data Center Erskine Park - 9616;9616,,,,,,,,,,,,,,
143.36.128.96;255.255.255.252;CE1 Router to Core Switch1;P&G;AP;Guangzhou GZGO GT4 - 6670;6670,,,,,,,,,,,,,,
143.36.128.100;255.255.255.252;CE2 Router to Core Switch2;P&G;AP;Guangzhou GZGO GT4 - 6670;6670,,,,,,,,,,,,,,
143.36.128.104;255.255.255.248;CE1 Router to Riverbed;P&G;AP;Guangzhou GZGO GT4 - 6670;6670,,,,,,,,,,,,,,
143.36.128.112;255.255.255.248;CE2 Router to Riverbed;P&G;AP;Guangzhou GZGO GT4 - 6670;6670,,,,,,,,,,,,,,
143.36.128.120;255.255.255.248;CE3 Router to Core Switch1;P&G;AP;Guangzhou GZGO GT4 - 6670;6670,,,,,,,,,,,,,,
143.36.128.128;255.255.255.252;APCHCE2GW to BT MPLS;P&G;AP;Equinix Singapore SG3 - BT948;BT948,,,,,,,,,,,,,,
143.36.128.132;255.255.255.252;APCHPI1GW to BT MPLS;P&G;AP;Equinix Singapore SG3 - BT948;BT948,,,,,,,,,,,,,,
143.36.128.136;255.255.255.252;Test subnet 1;P&G;AP;MANILA NETPARK - 4386;4383,,,,,,,,,,,,,,
143.36.128.140;255.255.255.252;Test subnet 2;P&G;AP;MANILA NETPARK - 4386;4383,,,,,,,,,,,,,,
143.36.128.144;255.255.255.252;MPLS WAN;P&G;AP;THUAN AN - BINH DUONG PLANT - 0395;395,,,,,,,,,,,,,,
143.36.128.148;255.255.255.252;MPLS WAN;P&G;AP;THUAN AN - BINH DUONG PLANT - 0395;395,,,,,,,,,,,,,,
143.36.128.152;255.255.255.252;MPLS Connectivity;P&G;AP;Vietnam GO - 5492;5492,,,,,,,,,,,,,,
143.36.128.156;255.255.255.252;MPLS Connectivity;P&G;AP;Vietnam GO - 5492;5492,,,,,,,,,,,,,,
143.36.128.160;255.255.255.248;Riverbed Interconnectivity;P&G;AP;Chacoengsao - Bangkok Plant - 2853;2853,,,,,,,,,,,,,,
143.36.128.168;255.255.255.252;GRE Tunnel;P&G;AP;Beijing - Beijing Plant (Panda Det) -2792;2792,,,,,,,,,,,,,,
143.36.128.172;255.255.255.252;GRE Tunnel;P&G;AP;Beijing - Beijing Plant (Panda Det) -2792;2792,,,,,,,,,,,,,,
143.36.128.176;255.255.255.240;VLAN 102;P&G;AP;Chengdu - Chengdu Plant - 2793;2793,,,,,,,,,,,,,,
143.36.128.192;255.255.255.192;VLAN 800;P&G;AP;NORTH HARBOUR - AUCKLAND SALES OFFICE - 4987;4987,,,,,,,,,,,,,,
143.36.129.0;255.255.255.0;Packing Vlan;P&G;AP;India - P&G Home Products Limited - Hyderabad Plant - A405;A405,,,,,,,,,,,,,,
143.36.130.0;255.255.255.0;BMS Vlan;P&G;AP;India - P&G Home Products Limited - Hyderabad Plant - A405;A405,,,,,,,,,,,,,,
143.36.131.0;255.255.255.0;VLAN 801 Avaya IPT Voice;P&G;AP;Singapore - Singapore Innovation Center - A532;A532,,,,,,,,,,,,,,
143.36.132.0;255.255.255.0;AgileC0nnect Users(VLAN161);P&G;AP;TIANJIN - TIANJIN PLANT - 2798;2798,,,,,,,,,,,,,,
143.36.133.0;255.255.255.128;RTCIS2 Users(Vlan141);P&G;AP;TIANJIN - TIANJIN PLANT - 2798;2798,,,,,,,,,,,,,,
143.36.133.128;255.255.255.128;VLAN800-Voice  VLAN;P&G;AP;Guangzhou GZGO GT4 - 6670;6670,,,,,,,,,,,,,,
143.36.134.0;255.255.254.0;VLAN161 (New WIFI Segment);P&G;AP;Gunma - Takasaki Plant - 2881;2881,,,,,,,,,,,,,,
143.36.136.0;255.255.255.0;Office 365 NAT1;P&G;AP;Equinix Singapore SG3 - BT948;BT948,,,,,,,,,,,,,,
143.36.137.0;255.255.255.0;Office 365 NAT2;P&G;AP;Equinix Singapore SG3 - BT948;BT948,,,,,,,,,,,,,,
143.36.138.0;255.255.255.0;VLAN850;P&G;ReclaimRepository;ReclaimRepository;C535,,,,,,,,,,,,,,
143.36.139.0;255.255.255.0;VLAN851;P&G;ReclaimRepository;ReclaimRepository;C535,,,,,,,,,,,,,,
143.36.140.0;255.255.252.0;VLAN 160 (Wireless User);P&G;AP;Tokyo Office - BT1024;,,,,,,,,,,,,,,
143.36.144.0;255.255.255.0;VLAN 800 - Voice;P&G;AP;Beijing - Beijing Plant (Panda Det) -2792;2792,,,,,,,,,,,,,,
143.36.145.0;255.255.255.0;VLAN 300;P&G;AP;Chacoengsao - Bangkok Plant - 2853;2853,,,,,,,,,,,,,,
143.36.146.0;255.255.255.0;IP Phone Subnet/VLAN 800;P&G;AP;Gunma - Takasaki Plant - 2881;2881,,,,,,,,,,,,,,
143.36.147.0;24;;T00876936;BT834;;,,,,,,,,,,,,,,
143.36.147.0;255.255.255.240;;P&G;AP;;BT834,,,,,,,,,,,,,,
143.36.147.16;255.255.255.240;;P&G;AP;;BT834,,,,,,,,,,,,,,
143.36.148.0;255.255.252.0;VLAN 161(Wireless users);P&G;AP;Hong Kong - Hong Kong General Office - 0193;193,,,,,,,,,,,,,,
143.36.152.0;255.255.255.0;VLAN 161;P&G;AP;Chengdu - Chengdu Plant - 2793;2793,,,,,,,,,,,,,,
143.36.153.0;255.255.255.0;Vlan 161 – Agileconnect Vlan;P&G;AP;KUNDAIM - GOA KUNDAIM PLANT - 2862;2862,,,,,,,,,,,,,,
143.36.154.0;255.255.255.128;VLAN 140 – RTCIS VLAN;P&G;AP;KUNDAIM - GOA KUNDAIM PLANT - 2862;2862,,,,,,,,,,,,,,
143.36.154.128;255.255.255.240;VLAN 71 - MCS/Controls Firewall Management;P&G;AP;TAKASAKI - Takasaki Satellite Plant - BT816;BT816,,,,,,,,,,,,,,
143.36.154.144;255.255.255.252;Router Interconnect;P&G;AP;Guangzhou General Office - Center Plaza - 6670;6670,,,,,,,,,,,,,,
143.36.154.148;255.255.255.252;GRE tunnel for multicast;P&G;AP;Guangzhou General Office - Center Plaza - 6670;6670,,,,,,,,,,,,,,
143.36.154.152;255.255.255.255;Loopback;P&G;AP;SENDAI-SHI - MIYAGI SALES OFFICE - 4975;4975,,,,,,,,,,,,,,
143.36.154.153;255.255.255.255;Router Interconnect For EBP APAC loopback100.;P&G;AP;EBP - Shikou Kanae Technos - BT898;BT898,,,,,,,,,,,,,,
143.36.154.154;255.255.255.254;;P&G;P&G;P&G;,,,,,,,,,,,,,,
143.36.154.156;255.255.255.252;GRE Tunnel;P&G;AP;GZ DC Warehourse - A681;A681,,,,,,,,,,,,,,
143.36.154.160;255.255.255.252;GRE tunnel for multicast;P&G;AP;Guangzhou General Office - Center Plaza - 6670;6670,,,,,,,,,,,,,,
143.36.154.164;255.255.255.252;GRE Tunnel;P&G;AP;XIAN - XIAN RDC - 8392;8392,,,,,,,,,,,,,,
143.36.154.168;255.255.255.252;GRE Tunnel;P&G;AP;GZ DC Warehourse - A681;A681,,,,,,,,,,,,,,
143.36.154.172;255.255.255.252;GRE Tunnel;P&G;AP;TIANJIN - TIANJIN PLANT - 2798;2798,,,,,,,,,,,,,,
143.36.154.176;255.255.255.248;VCR / 62;P&G;AP;PETALING JAYA - KUALA LUMPUR GENERAL OFFICE - 4728;4728,,,,,,,,,,,,,,
143.36.154.184;255.255.255.252;WAN Link;P&G;AP;Beijing - Beijing CBD - 6093;6093,,,,,,,,,,,,,,
143.36.154.188;255.255.255.252;WAN Link;P&G;AP;Beijing - Beijing CBD - 6093;6093,,,,,,,,,,,,,,
143.36.154.192;255.255.255.240;VLAN 102 - WLC Mangement;P&G;AP;Jakarta - Jakarta General Office - 4738;4738,,,,,,,,,,,,,,
143.36.154.208;255.255.255.240;VLAN 102 - WLC Management;P&G;AP;PETALING JAYA - KUALA LUMPUR GENERAL OFFICE - 4728;4728,,,,,,,,,,,,,,
143.36.154.224;255.255.255.252;GRE Tunnel;P&G;AP;TIANJIN - TIANJIN PLANT - 2798;2798,,,,,,,,,,,,,,
143.36.154.228;255.255.255.252;Multicast Tunnel 2;P&G;AP;Beijing - Beijing CBD - 6093;6093,,,,,,,,,,,,,,
143.36.154.232;255.255.255.248;KDH WAN Voice infrastructure;P&G;AP;Singapore - Singapore Data Center - HP KDH - BT834;BT834,,,,,,,,,,,,,,
143.36.154.240;255.255.255.248;KDH WAN Voice infrastructure;P&G;AP;Singapore - Singapore Data Center - HP KDH - BT834;BT834,,,,,,,,,,,,,,
143.36.154.248;255.255.255.252;GRE Tunnel;P&G;AP;China Sales Office - B101;B101,,,,,,,,,,,,,,
143.36.154.252;255.255.255.252;GRE Tunnel;P&G;AP;China Sales Office - B101;B101,,,,,,,,,,,,,,
143.36.155.0;255.255.255.0;VLAN 101 – WLAN Management Vlan;P&G;AP;KUNDAIM - GOA KUNDAIM PLANT - 2862;2862,,,,,,,,,,,,,,
143.36.156.0;255.255.255.0;VLAN 300 - MCS Access;P&G;AP;TAKASAKI - Takasaki Satellite Plant - BT816;BT816,,,,,,,,,,,,,,
143.36.157.0;255.255.255.0;New Packing VLAN;P&G;AP;India - P&G Home Products Limited - Hyderabad Plant - A405;A405,,,,,,,,,,,,,,
143.36.158.0;255.255.254.0;VLAN 161 - AgileConnect 2;P&G;AP;PETALING JAYA - KUALA LUMPUR GENERAL OFFICE - 4728;4728,,,,,,,,,,,,,,
143.36.160.0;255.255.224.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
143.36.192.0;255.255.255.0;LAP Management;P&G;AP;Chacoengsao - Bangkok Plant - 2853;2853,,,,,,,,,,,,,,
143.36.193.0;255.255.255.248;Guest Wireless Project;P&G;AP;SINGAPORE - NTP SINGAPORE DATACENTRE - 5007;5007,,,,,,,,,,,,,,
143.36.193.8;255.255.255.252;MPLS Connectivity;P&G;AP;China Sales Office - B101;B101,,,,,,,,,,,,,,
143.36.193.12;255.255.255.252;MPLS Connectivity;P&G;AP;China Sales Office - B101;B101,,,,,,,,,,,,,,
143.36.193.16;255.255.255.252;Multicast Tunnel 1;P&G;AP;Beijing - Beijing CBD - 6093;6093,,,,,,,,,,,,,,
143.36.193.20;255.255.255.252;Router Interconnectivity;P&G;AP;Baddi Katha - New Baddi Pack Center - 8978;8978,,,,,,,,,,,,,,
143.36.193.24;255.255.255.252;Router Interconnect;P&G;AP;SINGAPORE - NTP SINGAPORE DATACENTRE - 5007;5007,,,,,,,,,,,,,,
143.36.193.28;255.255.255.252;WAN Link 3;P&G;AP;P&G Jiangsu Co - A266;A266,,,,,,,,,,,,,,
143.36.193.32;255.255.255.240;Vlan102 / WLC Management;P&G;AP;PETALING JAYA - KUALA LUMPUR GENERAL OFFICE - 4728;4728,,,,,,,,,,,,,,
143.36.193.48;255.255.255.240;B2C AD SG;P&G;AP;Singapore - IBM-SAVVIS Data Center - BT667;BT667,,,,,,,,,,,,,,
143.36.193.64;255.255.255.224;;P&G;AP;Chacoengsao - Bangkok Plant - 2853;2853,,,,,,,,,,,,,,
143.36.193.96;255.255.255.252;New NNI Circuit;P&G;AP;Shanghai - Vat Office - A824;A824,,,,,,,,,,,,,,
143.36.193.100;255.255.255.252;New NNI Circuit;P&G;AP;Shanghai - Vat Office - A824;A824,,,,,,,,,,,,,,
143.36.193.104;255.255.255.252;Tunnel Subnet;P&G;AP;Shanghai - Vat Office - A824;A824,,,,,,,,,,,,,,
143.36.193.108;255.255.255.252;Router Interconnect;P&G;AP;THUAN AN - BENCAT PLANT - A239;A239,,,,,,,,,,,,,,
143.36.193.112;255.255.255.252;GRE Tunnel;P&G;AP;SHANGHAI - SHANGHAI PLANT - 7811;7811,,,,,,,,,,,,,,
143.36.193.116;255.255.255.252;Multicast Tunnel 2;P&G;AP;Singapore - Singapore Data Center - HP KDH - BT834;BT834,,,,,,,,,,,,,,
143.36.193.120;255.255.255.252;Multicast Tunnel 3;P&G;AP;Singapore - Singapore Data Center - HP KDH - BT834;BT834,,,,,,,,,,,,,,
143.36.193.124;255.255.255.252;Multicast Tunnel 4;P&G;AP;Singapore - Singapore Data Center - HP KDH - BT834;BT834,,,,,,,,,,,,,,
143.36.193.128;255.255.255.128;;P&G;AP;Chacoengsao - Bangkok Plant - 2853;2853,,,,,,,,,,,,,,
143.36.194.0;255.255.254.0;AP Mgmt/VLAN101;P&G;AP;TIANJIN - XIQING PLANT - 1744;1744,,,,,,,,,,,,,,
143.36.196.0;255.255.254.0;Vlan161 / AgileConnect /2;P&G;AP;PETALING JAYA - KUALA LUMPUR GENERAL OFFICE - 4728;4728,,,,,,,,,,,,,,
143.36.198.0;255.255.254.0;compartment FW area;P&G;AP;Singapore - Singapore Data Center - HP KDH - BT834;BT834,,,,,,,,,,,,,,
143.36.200.0;255.255.248.0;VLAN 10 (User vlan);P&G;AP;Guangzhou GZGO GT4 - 6670;6670,,,,,,,,,,,,,,
143.36.208.0;255.255.240.0;Singapore - IBM-SAVVIS Data Center;P&G;AP;Singapore - IBM-SAVVIS Data Center - BT667;BT667,,,,,,,,,,,,,,
143.36.224.0;255.255.224.0;;P&G;P&G;P&G;,,,,,,,,,,,,,,
143.37.0.0;255.255.252.0;;P&G;EMEA;GENEVA - GENEVA BUSINESS CENTER - 4338;4338,,,,,,,,,,,,,,
143.37.4.0;255.255.252.0;;P&G;EMEA;GENEVA - GENEVA BUSINESS CENTER - 4338;4338,,,,,,,,,,,,,,
143.37.8.0;255.255.252.0;;P&G;EMEA;GENEVA - GENEVA BUSINESS CENTER - 4338;4338,,,,,,,,,,,,,,
143.37.12.0;255.255.252.0;;P&G;EMEA;GENEVA - GENEVA BUSINESS CENTER - 4338;4338,,,,,,,,,,,,,,
143.37.16.0;255.255.252.0;;P&G;EMEA;GENEVA - GENEVA BUSINESS CENTER - 4338;4338,,,,,,,,,,,,,,
143.37.20.0;255.255.252.0;;P&G;EMEA;GENEVA - GENEVA BUSINESS CENTER - 4338;4338,,,,,,,,,,,,,,
143.37.24.0;255.255.252.0;;P&G;EMEA;GENEVA - GENEVA BUSINESS CENTER - 4338;4338,,,,,,,,,,,,,,
143.37.28.0;255.255.255.0;;P&G;EMEA;GENEVA - GENEVA BUSINESS CENTER - 4338;4338,,,,,,,,,,,,,,
143.37.29.0;255.255.255.0;BRUWBX1GW – Desktop Sharing Network;P&G;EMEA;BT Interconnect - Brussels - Interxion - NCSC - BT618;BT618,,,,,,,,,,,,,,
143.37.30.0;255.255.255.0;Mgmt VLAN;P&G;EMEA;BERLIN - BERLIN PLANT - PG0660 - 7853;7853,,,,,,,,,,,,,,
143.37.31.0;255.255.255.0;Shopfloor Generic;P&G;EMEA;BERLIN - BERLIN PLANT - PG0660 - 7853;7853,,,,,,,,,,,,,,
143.37.32.0;255.255.255.0;Static-IP Range;P&G;EMEA;BERLIN - BERLIN PLANT - PG0660 - 7853;7853,,,,,,,,,,,,,,
143.37.33.0;255.255.255.0;;P&G;EMEA;BERLIN - BERLIN PLANT - PG0660 - 7853;7853,,,,,,,,,,,,,,
143.37.34.0;255.255.255.0;;P&G;EMEA;BERLIN - BERLIN PLANT - PG0660 - 7853;7853,,,,,,,,,,,,,,
143.37.35.0;255.255.255.0;;P&G;EMEA;BERLIN - BERLIN PLANT - PG0660 - 7853;7853,,,,,,,,,,,,,,
143.37.36.0;255.255.255.192;AP Mgmt;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
143.37.36.64;255.255.255.192;VLAN 120 - WLAN Leap;P&G;EMEA;MARKTHEIDENFELD -  MARKTHEIDENFELD DILLBERG PLANT - 7861;7861,,,,,,,,,,,,,,
143.37.36.128;255.255.255.192;;P&G;EMEA;MARKTHEIDENFELD PLANT - 8278;8278,,,,,,,,,,,,,,
143.37.36.192;255.255.255.192;VLAN 160;P&G;EMEA;MARKTHEIDENFELD -  MARKTHEIDENFELD DILLBERG PLANT - 7861;7861,,,,,,,,,,,,,,
143.37.37.0;255.255.255.0;VLAN 10;P&G;EMEA;OCT VI CITY - CAIRO OCT VI PLANT - 0345;345,,,,,,,,,,,,,,
143.37.38.0;255.255.254.0;VLAN 120;P&G;EMEA;JEDDAH - JEDDAH GENERAL OFFICE - 0223;223,,,,,,,,,,,,,,
143.37.40.0;255.255.255.252;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
143.37.40.4;255.255.255.252;Router Interconnect;P&G;EMEA;MATARO (BARCELONA) - MATARO PLANT - 4516;4516,,,,,,,,,,,,,,
143.37.40.8;255.255.255.252;Core Switch 1 to Router Uplink;P&G;EMEA;Russia - Rostov Sales Office - BT679;BT679,,,,,,,,,,,,,,
143.37.40.12;255.255.255.252;Router Interconnect;P&G;EMEA;MATARO (BARCELONA) - MATARO PLANT - 4516;4516,,,,,,,,,,,,,,
143.37.40.16;255.255.255.248;Management VLAN 999;P&G;EMEA;Russia - Rostov Sales Office - BT679;BT679,,,,,,,,,,,,,,
143.37.40.24;255.255.255.252;Router Interconnect;P&G;EMEA;MATARO (BARCELONA) - MATARO PLANT - 4516;4516,,,,,,,,,,,,,,
143.37.40.28;255.255.255.252;Router Interconnect;P&G;EMEA;MATARO (BARCELONA) - MATARO PLANT - 4516;4516,,,,,,,,,,,,,,
143.37.40.32;255.255.255.224;VLAN 101;P&G;EMEA;MOSCOW - MOSCOW MIRA 26 STUDIO - WELLA - 7313;7313,,,,,,,,,,,,,,
143.37.40.64;255.255.255.192;TO BE REMOVED;P&G;AP;Guangzhou - Guangdong Province - B035;B035,,,,,,,,,,,,,,
143.37.40.128;255.255.255.128;VLAN 160 - WLAN-WPA Casual User;P&G;EMEA;LINZ - AUSTRIA LINZ SO - WELLA - 7430 (Coty-Owned);7430,,,,,,,,,,,,,,
143.37.41.0;255.255.255.248;VLAN 200 DHCP;P&G;EMEA;POISSY - POISSY PLANT - PARFUM ROCHAS - 7045;7045,,,,,,,,,,,,,,
143.37.41.8;255.255.255.248;VLAN 201;P&G;EMEA;Greece - Salon Professional DC - A392;A392,,,,,,,,,,,,,,
143.37.41.16;255.255.255.240;VLAN 1;P&G;EMEA;JEDDAH - JEDDAH INDUSTRIAL CITY PLANT - 4506;4506,,,,,,,,,,,,,,
143.37.41.32;255.255.255.240;VLAN 71;P&G;EMEA;BERLIN - BERLIN PLANT - PG0660 - 7853;7853,,,,,,,,,,,,,,
143.37.41.48;255.255.255.240;;P&G;EMEA;Warsaw - KBC Building - B173;B173,,,,,,,,,,,,,,
143.37.41.64;255.255.255.240;CIMAT Firewall Management/Vlan 73;P&G;EMEA;EMEA;,,,,,,,,,,,,,,
143.37.41.80;255.255.255.252;L3 Subnet;P&G;EMEA;Cairo - Cairo VI  Oct Baby Care Plant - 0009;9,,,,,,,,,,,,,,
143.37.41.84;255.255.255.252;Core Switches to BIC-SAFCL002 (HP Cube Router2);P&G;EMEA;STROMBEEK-BEVER - BRUSSELS INNOVATION CENTER - 0257;257,,,,,,,,,,,,,,
143.37.41.88;255.255.255.248;Router-switch Interconnect;P&G;EMEA;CO TIPPERARY - NENAGH PLANT - 4992 (Coty-Owned);4992,,,,,,,,,,,,,,
143.37.41.96;255.255.255.240;;P&G;EMEA;1 - EMEA Region Subnets in Use - na;,,,,,,,,,,,,,,
143.37.41.112;255.255.255.240;TO BE REMOVED;P&G;AP;Guangzhou - Guangdong Province - B035;B035,,,,,,,,,,,,,,
143.37.41.128;255.255.255.128;;P&G;ReclaimRepository;ReclaimRepository;n/a,,,,,,,,,,,,,,
143.37.42.0;255.255.255.0;Printers;P&G;EMEA;ATHENS - ATHENS GENERAL OFFICE - 0190 (Coty);190,,,,,,,,,,,,,,
143.37.43.0;255.255.255.0;VLAN 300;P&G;EMEA;LODZ - LODZ JOZEFOW PLANT - 7874;7874,,,,,,,,,,,,,,
143.37.44.0;255.255.254.0;VLAN 800 - IP Phone;P&G;EMEA;ATHENS - ATHENS GENERAL OFFICE - 0190 (Coty);190,,,,,,,,,,,,,,
143.37.46.0;255.255.255.0;AP Mgmt;P&G;EMEA;DAMMAM - DAMMAM PLANT - 0315;315,,,,,,,,,,,,,,
143.37.47.0;255.255.255.0;VLAN301 Controls Network;P&G;EMEA;WORMS - WORMS PLANT - 4504;4504,,,,,,,,,,,,,,
143.37.48.0;255.255.255.240;BT Counterpane Sentry;P&G;EMEA;JEDDAH - JEDDAH INDUSTRIAL CITY PLANT - 4506;4506,,,,,,,,,,,,,,
143.37.48.16;255.255.255.248;management ip for CDI modem;P&G;EMEA;JEDDAH - JEDDAH INDUSTRIAL CITY PLANT - 4506;4506,,,,,,,,,,,,,,
143.37.48.24;255.255.255.248;interconnect between  core switch and firewall;P&G;EMEA;JEDDAH - JEDDAH INDUSTRIAL CITY PLANT - 4506;4506,,,,,,,,,,,,,,
143.37.48.32;255.255.255.248;interconnect between internet router and firewall;P&G;EMEA;JEDDAH - JEDDAH GENERAL OFFICE - 0223;223,,,,,,,,,,,,,,
143.37.48.40;255.255.255.248;interconnect between  bluecoat proxy and core switch;P&G;EMEA;JEDDAH - JEDDAH GENERAL OFFICE - 0223;223,,,,,,,,,,,,,,
143.37.48.48;255.255.255.248;VLAN 999 - BT Counterpane Sentry;P&G;EMEA;JEDDAH - JEDDAH GENERAL OFFICE - 0223;223,,,,,,,,,,,,,,
143.37.48.56;255.255.255.248;VLAN 70;P&G;EMEA;Cairo - Cairo VI  Oct Baby Care Plant - 0009;9,,,,,,,,,,,,,,
143.37.48.64;255.255.255.192;;P&G;EMEA;Warsaw - KBC Building - B173;B173,,,,,,,,,,,,,,
143.37.48.128;255.255.255.128;VLAN 860;P&G;EMEA;HARROGATE - HARROGATE SALES OFFICE - 4679;4679,,,,,,,,,,,,,,
143.37.49.0;255.255.255.0;VLAN 300;P&G;AP;Chengdu - Chengdu Plant - 2793;2793,,,,,,,,,,,,,,
143.37.50.0;255.255.255.128;VLAN 205;P&G;EMEA;Spain - Mequinenza Plant - 4507;4507,,,,,,,,,,,,,,
143.37.50.128;255.255.255.128;VLAN 204;P&G;EMEA;Spain - Mequinenza Plant - 4507;4507,,,,,,,,,,,,,,
143.37.51.0;255.255.255.128;VLAN 203;P&G;EMEA;Spain - Mequinenza Plant - 4507;4507,,,,,,,,,,,,,,
143.37.51.128;255.255.255.128;VLAN 860 - PBX;P&G;EMEA;PRAGUE - PRAGUE GENERAL OFFICE - 0178;178,,,,,,,,,,,,,,
143.37.52.0;255.255.255.248;interconnect between  bluecoat proxy and firewall;P&G;EMEA;JEDDAH - JEDDAH GENERAL OFFICE - 0223;223,,,,,,,,,,,,,,
143.37.52.8;255.255.255.248;VLAN 70;P&G;EMEA;CASABLANCA - CASABLANCA PLANT - 0313;313,,,,,,,,,,,,,,
143.37.52.16;255.255.255.240;VLAN 70;P&G;AP;Chengdu - Chengdu Plant - 2793;2793,,,,,,,,,,,,,,
143.37.52.32;255.255.255.248;Firewall Clusters;P&G;EMEA;STROMBEEK-BEVER - BRUSSELS INNOVATION CENTER - 0257;257,,,,,,,,,,,,,,
143.37.52.40;255.255.255.252;Transit Links;P&G;EMEA;STROMBEEK-BEVER - BRUSSELS INNOVATION CENTER - 0257;257,,,,,,,,,,,,,,
143.37.52.44;255.255.255.252;;P&G;EMEA;Gyongyos Plant - A758;A758,,,,,,,,,,,,,,
143.37.52.48;255.255.255.240;VLAN 71;P&G;EMEA;MANCHESTER - MANCHESTER PLANT - 4522;4522,,,,,,,,,,,,,,
143.37.52.64;255.255.255.192;VLAN 10;P&G;EMEA;Turkey - DHL Office - BT843;BT843,,,,,,,,,,,,,,
143.37.52.128;255.255.255.128;VLAN 860;P&G;EMEA;ST PETERSBURG - ST. PETERSBURG PLANT - 7879;7879,,,,,,,,,,,,,,
143.37.53.0;255.255.255.0;VLAN 101;P&G;EMEA;LONDON - LONDON STUDIO - WELLA - 7520;7520,,,,,,,,,,,,,,
143.37.54.0;255.255.254.0;;P&G;ReclaimRepository;ReclaimRepository;,,,,,,,,,,,,,,
143.37.56.0;255.255.248.0;AgileC0nnect2 subnet 161;P&G;EMEA;STROMBEEK-BEVER - BRUSSELS INNOVATION CENTER - 0257;257,,,,,,,,,,,,,,
143.37.64.0;255.255.255.128;LAN Mgmt;P&G;EMEA;Geneva - Lanci Innovation Center - 4338A (Coty);4338A,,,,,,,,,,,,,,
143.37.64.128;255.255.255.128;;P&G;EMEA;Geneva - Lanci Innovation Center - 4338A (Coty);4338A,,,,,,,,,,,,,,
143.37.65.0;255.255.255.0;;P&G;EMEA;Geneva - Lanci Innovation Center - 4338A (Coty);4338A,,,,,,,,,,,,,,
143.37.66.0;255.255.255.0;Servers and SEWP;P&G;EMEA;Geneva - Lanci Innovation Center - 4338A (Coty);4338A,,,,,,,,,,,,,,
